Gene stable ID,Gene name,NCBI gene ID,Gene stable ID,Gene name
ENSG00000102891,MT4,84560,ENSDARG00000041623,mt2
ENSG00000125816,NKX2-4,644524,ENSDARG00000075107,nkx2.4a
ENSG00000166821,PEX11A,8800,ENSDARG00000060707,pex11a
ENSG00000005249,PRKAR2B,5577,ENSDARG00000036446,PRKAR2B
ENSG00000130695,CEP85,64793,ENSDARG00000060215,cep85
ENSG00000130997,POLN,353497,ENSDARG00000103961,poln
ENSG00000083454,P2RX5,5026,ENSDARG00000024139,p2rx8
ENSG00000198231,DDX42,11325,ENSDARG00000037928,ddx42
ENSG00000171634,BPTF,2186,ENSDARG00000077361,bptf
ENSG00000196323,ZBTB44,29068,ENSDARG00000061110,zbtb44
ENSG00000165886,UBTD1,80019,ENSDARG00000079623,ubtd1b
ENSG00000185305,ARL15,54622,ENSDARG00000057995,arl15b
ENSG00000174844,DNAH12,201625,ENSDARG00000059987,dnah12
ENSG00000112214,FHL5,9457,ENSDARG00000014805,fhl5
ENSG00000165494,PCF11,51585,ENSDARG00000044625,pcf11
ENSG00000068305,MEF2A,4205,ENSDARG00000031756,mef2aa
ENSG00000168301,KCTD6,200845,ENSDARG00000043095,kctd6a
ENSG00000196655,TRAPPC4,51399,ENSDARG00000027418,trappc4
ENSG00000125848,FLRT3,23767,ENSDARG00000076895,flrt3
ENSG00000134996,OSTF1,26578,ENSDARG00000091555,ostf1
ENSG00000099910,KLHL22,84861,ENSDARG00000088807,klhl22
ENSG00000151062,CACNA2D4,93589,ENSDARG00000026855,cacna2d4a
ENSG00000196735,HLA-DQA1,3117,ENSDARG00000031745,mhc2a
ENSG00000115112,TFCP2L1,29842,ENSDARG00000029497,tfcp2l1
ENSG00000122033,MTIF3,219402,ENSDARG00000039649,mtif3
ENSG00000122678,POLM,27434,ENSDARG00000103470,polm
ENSG00000054654,SYNE2,23224,ENSDARG00000053484,syne2b
ENSG00000140564,FURIN,5045,ENSDARG00000070971,furinb
ENSG00000124444,ZNF576,79177,ENSDARG00000076657,plagl2
ENSG00000102897,LYRM1,57149,ENSDARG00000026281,lyrm1
ENSG00000105261,OVOL3,728361,ENSDARG00000078256,ovol1b
ENSG00000105261,OVOL3,728361,ENSDARG00000076657,plagl2
ENSG00000171105,INSR,3643,ENSDARG00000071524,insrb
ENSG00000185024,BRF1,2972,ENSDARG00000005002,brf1b
ENSG00000065833,ME1,4199,ENSDARG00000053215,me1
ENSG00000162545,CAMK2N1,55450,ENSDARG00000101387,CAMK2N1
ENSG00000203943,SAMD13,148418,ENSDARG00000062977,samd13
ENSG00000104812,GYS1,2997,ENSDARG00000016875,gys1
ENSG00000105576,TNPO2,30000,ENSDARG00000038239,tnpo2
ENSG00000112116,IL17F,112744,ENSDARG00000041976,il17a/f3
ENSG00000117266,CDK18,5129,ENSDARG00000012204,CDK18
ENSG00000168589,DYNLRB2,83657,ENSDARG00000089952,dynlrb2
ENSG00000137965,IFI44,10561,ENSDARG00000075791,si:dkey-79f11.5
ENSG00000137965,IFI44,10561,ENSDARG00000029720,si:dkeyp-9d4.2
ENSG00000181744,DIPK2A,205428,ENSDARG00000055629,dipk2ab
ENSG00000083838,ZNF446,55663,ENSDARG00000078256,ovol1b
ENSG00000083838,ZNF446,55663,ENSDARG00000076657,plagl2
ENSG00000143674,MAP3K21,84451,ENSDARG00000079473,map3k21
ENSG00000143546,S100A8,6279,ENSDARG00000055589,s100t
ENSG00000164251,F2RL1,2150,ENSDARG00000068856,f2rl1.1
ENSG00000185670,ZBTB3,79842,ENSDARG00000036235,zbtb3
ENSG00000091129,NRCAM,4897,ENSDARG00000006396,nrcama
ENSG00000169084,DHRSX,207063,ENSDARG00000054797,zgc:153441
ENSG00000188176,SMTNL2,342527,ENSDARG00000055632,smtnl
ENSG00000132823,OSER1,51526,ENSDARG00000024669,oser1
ENSG00000198756,COLGALT2,23127,ENSDARG00000014670,colgalt2
ENSG00000162267,ITIH3,3699,ENSDARG00000055053,itih1
ENSG00000155849,ELMO1,9844,ENSDARG00000098753,elmo1
ENSG00000103154,NECAB2,54550,ENSDARG00000056745,necab2
ENSG00000115268,RPS15,6209,ENSDARG00000070849,rps15
ENSG00000120437,ACAT2,39,ENSDARG00000007127,acat2
ENSG00000120370,GORAB,92344,ENSDARG00000042031,gorab
ENSG00000189077,TMEM120A,83862,ENSDARG00000042379,zgc:103681
ENSG00000189077,TMEM120A,83862,ENSDARG00000030914,tmem120a
ENSG00000054523,KIF1B,23095,ENSDARG00000037020,kif1b
ENSG00000214736,TOMM6,100188893,ENSDARG00000097797,tomm6
ENSG00000066322,ELOVL1,64834,ENSDARG00000103735,elovl1b
ENSG00000015153,YAF2,10138,ENSDARG00000015966,yaf2
ENSG00000162981,LRATD1,151354,ENSDARG00000018921,lratd1
ENSG00000159110,IFNAR2,3455,ENSDARG00000099342,crfb15
ENSG00000131183,SLC34A1,6569,ENSDARG00000054658,slc34a1b
ENSG00000137941,TTLL7,79739,ENSDARG00000062973,ttll7
ENSG00000135744,AGT,183,ENSDARG00000016412,agt
ENSG00000158246,TENT5B,115572,ENSDARG00000011797,tent5bb
ENSG00000170381,SEMA3E,9723,ENSDARG00000036571,sema3e
ENSG00000260458,KCNJ18,100134444,ENSDARG00000104965,kcnj12a
ENSG00000100060,MFNG,4242,ENSDARG00000042925,mfng
ENSG00000027697,IFNGR1,3459,ENSDARG00000099342,crfb15
ENSG00000188342,GTF2F2,2963,ENSDARG00000006816,gtf2f2b
ENSG00000100030,MAPK1,5594,ENSDARG00000027552,mapk1
ENSG00000032742,IFT88,8100,ENSDARG00000027234,ift88
ENSG00000187268,FAM9C,171484,ENSDARG00000013438,sycp3
ENSG00000110881,ASIC1,41,ENSDARG00000008329,asic1a
ENSG00000007520,TSR3,115939,ENSDARG00000038567,tsr3
ENSG00000204899,MZT1,440145,ENSDARG00000096668,MZT1
ENSG00000174307,PHLDA3,23612,ENSDARG00000037804,phlda3
ENSG00000162897,FCAMR,83953,ENSDARG00000088556,si:dkey-1c7.2
ENSG00000159164,SV2A,9900,ENSDARG00000059945,sv2a
ENSG00000131848,ZSCAN5A,79149,ENSDARG00000078256,ovol1b
ENSG00000131848,ZSCAN5A,79149,ENSDARG00000076657,plagl2
ENSG00000078328,RBFOX1,54715,ENSDARG00000014746,rbfox1
ENSG00000160679,CHTOP,26097,ENSDARG00000057234,chtopa
ENSG00000213918,DNASE1,1773,ENSDARG00000012539,dnase1
ENSG00000117450,PRDX1,5052,ENSDARG00000025350,prdx2
ENSG00000155111,CDK19,23097,ENSDARG00000043858,cdk19
ENSG00000212916,MAP10,54627,ENSDARG00000100261,si:ch1073-266p11.2
ENSG00000174080,CTSF,8722,ENSDARG00000077664,zgc:110239
ENSG00000182827,ACBD3,64746,ENSDARG00000024602,zgc:162964
ENSG00000088325,TPX2,22974,ENSDARG00000078654,tpx2
ENSG00000138434,ITPRID2,6744,ENSDARG00000038938,itprid2
ENSG00000156738,MS4A1,931,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000156738,MS4A1,931,ENSDARG00000091970,ms4a17a.3
ENSG00000198929,NOS1AP,9722,ENSDARG00000058701,nos1apb
ENSG00000149089,APIP,51074,ENSDARG00000003132,apip
ENSG00000145365,TIFA,92610,ENSDARG00000091111,si:ch211-15b10.6
ENSG00000196549,MME,4311,ENSDARG00000076950,kel
ENSG00000175535,PNLIP,5406,ENSDARG00000005332,lipib
ENSG00000164941,INTS8,55656,ENSDARG00000057986,ints8
ENSG00000239305,RNF103,7844,ENSDARG00000100850,rnf103
ENSG00000131148,EMC8,10328,ENSDARG00000017093,emc8
ENSG00000134215,VAV3,10451,ENSDARG00000075962,vav3b
ENSG00000174326,SLC16A11,162515,ENSDARG00000013775,si:dkey-246g23.4
ENSG00000100330,MTMR3,8897,ENSDARG00000098201,mtmr3
ENSG00000145506,NKD2,85409,ENSDARG00000055271,nkd2a
ENSG00000172340,SUCLG2,8801,ENSDARG00000044914,suclg2
ENSG00000015592,STMN4,81551,ENSDARG00000030106,stmn4
ENSG00000167671,UBXN6,80700,ENSDARG00000003087,ubxn6
ENSG00000181333,HEPHL1,341208,ENSDARG00000101385,f8
ENSG00000196839,ADA,100,ENSDARG00000003113,ada
ENSG00000144554,FANCD2,2177,ENSDARG00000053574,fancd2
ENSG00000166997,CNPY4,245812,ENSDARG00000055797,cnpy4
ENSG00000285404,Z82190.2,,ENSDARG00000078105,depdc5
ENSG00000125834,STK35,140901,ENSDARG00000086856,stk35
ENSG00000185155,MIXL1,83881,ENSDARG00000069252,mixl1
ENSG00000170312,CDK1,983,ENSDARG00000087554,cdk1
ENSG00000105854,PON2,5445,ENSDARG00000016856,pon2
ENSG00000010626,LRRC23,10233,ENSDARG00000006174,lrrc23
ENSG00000111110,PPM1H,57460,ENSDARG00000063684,ppm1h
ENSG00000167193,CRK,1398,ENSDARG00000055635,crk
ENSG00000166928,MS4A14,84689,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000166928,MS4A14,84689,ENSDARG00000091970,ms4a17a.3
ENSG00000089597,GANAB,23193,ENSDARG00000076888,zgc:171967
ENSG00000089597,GANAB,23193,ENSDARG00000076811,ganab
ENSG00000133704,IPO8,10526,ENSDARG00000058159,ipo8
ENSG00000241973,PI4KA,5297,ENSDARG00000062823,pi4kab
ENSG00000139651,ZNF740,283337,ENSDARG00000061174,znf740b
ENSG00000057593,F7,2155,ENSDARG00000034862,f7
ENSG00000242498,ARPIN,348110,ENSDARG00000041085,arpin
ENSG00000156050,FAM161B,145483,ENSDARG00000089467,fam161b
ENSG00000230989,HSBP1,3281,ENSDARG00000041921,hsbp1b
ENSG00000165030,NFIL3,4783,ENSDARG00000042977,nfil3
ENSG00000144040,SFXN5,94097,ENSDARG00000103595,sfxn5a
ENSG00000154928,EPHB1,2047,ENSDARG00000076757,ephb1
ENSG00000205189,ZBTB10,65986,ENSDARG00000077101,zbtb10
ENSG00000174417,TRHR,7201,ENSDARG00000076546,trhra
ENSG00000113732,ATP6V0E1,8992,ENSDARG00000101794,atp6v0e1
ENSG00000120251,GRIA2,2891,ENSDARG00000070173,gria2a
ENSG00000214530,STARD10,10809,ENSDARG00000097718,stard10
ENSG00000064961,HMG20B,10362,ENSDARG00000042045,hmg20b
ENSG00000160539,PLPP7,84814,ENSDARG00000103712,plpp7a
ENSG00000154997,SEPTIN14,346288,ENSDARG00000025046,AL935186.1
ENSG00000154997,SEPTIN14,346288,ENSDARG00000076398,si:dkey-201l21.4
ENSG00000099284,MACROH2A2,55506,ENSDARG00000087897,macroh2a2
ENSG00000174917,MICOS13,125988,ENSDARG00000071378,micos13
ENSG00000154710,RABGEF1,27342,ENSDARG00000014430,rabgef1
ENSG00000258724,PINX1,54984,ENSDARG00000030125,sox7
ENSG00000169976,SF3B5,83443,ENSDARG00000016855,sf3b5
ENSG00000104290,FZD3,7976,ENSDARG00000058692,fzd3b
ENSG00000105852,PON3,5446,ENSDARG00000016856,pon2
ENSG00000124780,KCNK17,89822,ENSDARG00000057037,kcnk12l
ENSG00000135185,TMEM243,79161,ENSDARG00000042214,tmem243a
ENSG00000141551,CSNK1D,1453,ENSDARG00000006125,csnk1db
ENSG00000164088,PPM1M,132160,ENSDARG00000057032,ppm1nb
ENSG00000164088,PPM1M,132160,ENSDARG00000063684,ppm1h
ENSG00000187860,CCDC157,550631,ENSDARG00000056279,ccdc157
ENSG00000164967,RPP25L,138716,ENSDARG00000070131,rpp25l
ENSG00000163161,ERCC3,2071,ENSDARG00000002402,ercc3
ENSG00000080345,RIF1,55183,ENSDARG00000062650,rif1
ENSG00000100027,YPEL1,29799,ENSDARG00000035630,ypel1
ENSG00000265491,RNF115,27246,ENSDARG00000062900,si:ch211-81a5.1
ENSG00000126953,TIMM8A,1678,ENSDARG00000023672,timm8a
ENSG00000160282,FTCD,10841,ENSDARG00000007421,ftcd
ENSG00000105254,TBCB,1155,ENSDARG00000068404,tbcb
ENSG00000183691,NOG,9241,ENSDARG00000053528,nog3
ENSG00000163528,CHCHD4,131474,ENSDARG00000033376,chchd4a
ENSG00000011478,QPCTL,54814,ENSDARG00000062293,qpctlb
ENSG00000121413,ZSCAN18,65982,ENSDARG00000078256,ovol1b
ENSG00000121413,ZSCAN18,65982,ENSDARG00000076657,plagl2
ENSG00000270800,RPS10-NUDT3,100529239,ENSDARG00000034897,rps10
ENSG00000055044,NOP58,51602,ENSDARG00000104353,nop58
ENSG00000130787,HIP1R,9026,ENSDARG00000102458,hip1rb
ENSG00000107960,STN1,79991,ENSDARG00000007734,stn1
ENSG00000133488,SEC14L4,284904,ENSDARG00000059729,sec14l8
ENSG00000119655,NPC2,10577,ENSDARG00000096979,zgc:193725
ENSG00000269741,AC011473.4,,ENSDARG00000102727,si:ch73-182e20.4
ENSG00000181104,F2R,2149,ENSDARG00000090041,F2R
ENSG00000141736,ERBB2,2064,ENSDARG00000026294,erbb2
ENSG00000100483,VCPKMT,79609,ENSDARG00000060021,vcpkmt
ENSG00000144036,EXOC6B,23233,ENSDARG00000098874,exoc6b
ENSG00000214491,SEC14L6,730005,ENSDARG00000059729,sec14l8
ENSG00000143514,TP53BP2,7159,ENSDARG00000009136,tp53bp2a
ENSG00000126749,EMG1,10436,ENSDARG00000056914,emg1
ENSG00000117411,B4GALT2,8704,ENSDARG00000077994,b4galt2
ENSG00000163754,GYG1,2992,ENSDARG00000011934,gyg1a
ENSG00000100884,CPNE6,9362,ENSDARG00000115094,CABZ01087415.1
ENSG00000180185,FAHD1,81889,ENSDARG00000031657,fahd1
ENSG00000101977,MCF2,4168,ENSDARG00000022895,mcf2a
ENSG00000160973,FOXH1,8928,ENSDARG00000055630,foxh1
ENSG00000166401,SERPINB8,5271,ENSDARG00000014556,serpinb1l3
ENSG00000170653,ATF7,11016,ENSDARG00000055481,atf7b
ENSG00000129226,CD68,968,ENSDARG00000055504,si:ch211-212k18.7
ENSG00000106976,DNM1,1759,ENSDARG00000010042,dnm1a
ENSG00000130255,RPL36,25873,ENSDARG00000100588,rpl36
ENSG00000100012,SEC14L3,266629,ENSDARG00000059729,sec14l8
ENSG00000118900,UBN1,29855,ENSDARG00000063169,ubn1
ENSG00000110074,FOXRED1,55572,ENSDARG00000099705,foxred1
ENSG00000141279,NPEPPS,9520,ENSDARG00000044943,npepps
ENSG00000140015,KCNH5,27133,ENSDARG00000069117,kcnh5b
ENSG00000172733,PURG,29942,ENSDARG00000099187,purg
ENSG00000142615,CELA2A,63036,ENSDARG00000056744,ela2
ENSG00000108262,GIT1,28964,ENSDARG00000039489,git1
ENSG00000184220,CMSS1,84319,ENSDARG00000112579,cmss1
ENSG00000156413,FUT6,2528,ENSDARG00000102426,zgc:165519
ENSG00000156413,FUT6,2528,ENSDARG00000058299,zgc:173737
ENSG00000168928,CTRB2,440387,ENSDARG00000090428,ctrb1
ENSG00000168928,CTRB2,440387,ENSDARG00000093844,zgc:136461
ENSG00000115138,POMC,5443,ENSDARG00000043135,pomca
ENSG00000119541,VPS4B,9525,ENSDARG00000095837,si:dkey-185p13.1
ENSG00000108639,SYNGR2,9144,ENSDARG00000104470,syngr2b
ENSG00000007062,PROM1,8842,ENSDARG00000034007,prom1b
ENSG00000136720,HS6ST1,9394,ENSDARG00000054754,hs6st1a
ENSG00000177981,ASB8,140461,ENSDARG00000003383,asb8
ENSG00000125354,SEPTIN6,23157,ENSDARG00000010721,sept6
ENSG00000187838,PLSCR3,57048,ENSDARG00000091614,si:dkey-62k3.6
ENSG00000187838,PLSCR3,57048,ENSDARG00000079075,si:ch211-71m22.3
ENSG00000065135,GNAI3,2773,ENSDARG00000030644,gnai3
ENSG00000167968,DNASE1L2,1775,ENSDARG00000012539,dnase1
ENSG00000062038,CDH3,1001,ENSDARG00000102750,cdh1
ENSG00000130177,CDC16,8881,ENSDARG00000055470,cdc16
ENSG00000130958,SLC35D2,11046,ENSDARG00000089837,slc35d2
ENSG00000184083,FAM120C,54954,ENSDARG00000019205,fam120c
ENSG00000188828,GLRA4,,ENSDARG00000006865,glra4a
ENSG00000087095,NLK,51701,ENSDARG00000028793,nlk2
ENSG00000001036,FUCA2,2519,ENSDARG00000044073,fuca2
ENSG00000244045,TMEM199,147007,ENSDARG00000069314,tmem199
ENSG00000108370,RGS9,8787,ENSDARG00000045156,rgs9b
ENSG00000206549,AC109583.1,,ENSDARG00000102727,si:ch73-182e20.4
ENSG00000089250,NOS1,4842,ENSDARG00000068910,nos1
ENSG00000076716,GPC4,2239,ENSDARG00000015472,gpc4
ENSG00000075213,SEMA3A,10371,ENSDARG00000042210,sema3ab
ENSG00000173673,HES3,390992,ENSDARG00000076857,her3
ENSG00000112041,TULP1,7287,ENSDARG00000078210,tulp1b
ENSG00000165966,PDZRN4,29951,ENSDARG00000045687,pdzrn4
ENSG00000249624,AP000295.1,,ENSDARG00000099342,crfb15
ENSG00000100150,DEPDC5,9681,ENSDARG00000078105,depdc5
ENSG00000162490,DRAXIN,374946,ENSDARG00000087681,si:dkey-1c11.1
ENSG00000159792,PSKH1,5681,ENSDARG00000056713,pskh1
ENSG00000057657,PRDM1,639,ENSDARG00000002445,prdm1a
ENSG00000239388,ASB14,142686,ENSDARG00000087741,asb14b
ENSG00000079931,MOXD1,26002,ENSDARG00000031136,moxd1
ENSG00000179361,ARID3B,10620,ENSDARG00000104034,arid3b
ENSG00000188992,LIPI,149998,ENSDARG00000005332,lipib
ENSG00000165392,WRN,7486,ENSDARG00000098211,wrn
ENSG00000147439,BIN3,55909,ENSDARG00000099651,bin3
ENSG00000198300,PEG3,5178,ENSDARG00000078256,ovol1b
ENSG00000198300,PEG3,5178,ENSDARG00000076657,plagl2
ENSG00000148735,PLEKHS1,79949,ENSDARG00000070041,zgc:153920
ENSG00000105640,RPL18A,6142,ENSDARG00000025073,rpl18a
ENSG00000267281,ATF7-NPFF,114108587,ENSDARG00000055481,atf7b
ENSG00000143376,SNX27,81609,ENSDARG00000033804,snx27a
ENSG00000114346,ECT2,1894,ENSDARG00000007278,ect2
ENSG00000188186,LAMTOR4,389541,ENSDARG00000045542,lamtor4
ENSG00000170807,LMOD2,442721,ENSDARG00000045864,lmod2b
ENSG00000106080,FKBP14,55033,ENSDARG00000040695,fkbp14
ENSG00000152580,IGSF10,285313,ENSDARG00000077497,igsf10
ENSG00000095397,WHRN,25861,ENSDARG00000068166,whrnb
ENSG00000141639,MAPK4,5596,ENSDARG00000110581,mapk4
ENSG00000165507,DEPP1,11067,ENSDARG00000096031,si:ch73-6k14.2
ENSG00000073861,TBX21,30009,ENSDARG00000101576,tbxta
ENSG00000123104,ITPR2,3709,ENSDARG00000011909,itpr2
ENSG00000099797,TECR,9524,ENSDARG00000025904,tecrb
ENSG00000170584,NUDCD2,134492,ENSDARG00000078059,nudcd2
ENSG00000185290,NUPR2,389493,ENSDARG00000094557,nupr1b
ENSG00000050030,NEXMIF,340533,ENSDARG00000089271,nexmifa
ENSG00000197766,CFD,1675,ENSDARG00000039579,cfd
ENSG00000115216,NRBP1,29959,ENSDARG00000056089,nrbp1
ENSG00000163815,CLEC3B,7123,ENSDARG00000076541,clec3ba
ENSG00000117862,TXNDC12,51060,ENSDARG00000038980,txndc12
ENSG00000148090,AUH,549,ENSDARG00000042975,auh
ENSG00000166598,HSP90B1,7184,ENSDARG00000003570,hsp90b1
ENSG00000160219,GAB3,139716,ENSDARG00000076998,si:ch73-92i20.1
ENSG00000187510,PLEKHG7,338809,ENSDARG00000062855,plekhg7
ENSG00000187510,PLEKHG7,440107,ENSDARG00000062855,plekhg7
ENSG00000285815,WRB-SH3BGR,106865373,ENSDARG00000021633,sh3bgr
ENSG00000177051,FBXO46,23403,ENSDARG00000099814,FBXO46
ENSG00000112851,ERBIN,55914,ENSDARG00000044281,erbin
ENSG00000183734,ASCL2,430,ENSDARG00000101628,ascl1b
ENSG00000204381,LAYN,143903,ENSDARG00000035169,layna
ENSG00000204979,MS4A13,503497,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000204979,MS4A13,503497,ENSDARG00000091970,ms4a17a.3
ENSG00000177807,KCNJ10,3766,ENSDARG00000090815,kcnj10a
ENSG00000111341,MGP,4256,ENSDARG00000086189,mgp
ENSG00000174840,PDE12,201626,ENSDARG00000030964,pde12
ENSG00000158571,PFKFB1,5207,ENSDARG00000037140,pfkfb1
ENSG00000166317,SYNPO2L,79933,ENSDARG00000078696,synpo2lb
ENSG00000125319,HROB,78995,ENSDARG00000096229,si:dkey-260c8.8
ENSG00000158560,DYNC1I1,1780,ENSDARG00000060948,dync1i1
ENSG00000168875,SOX14,8403,ENSDARG00000070929,sox14
ENSG00000137691,CFAP300,85016,ENSDARG00000000349,cfap300
ENSG00000134247,PTGFRN,5738,ENSDARG00000075505,si:ch211-132g1.7
ENSG00000175224,ATG13,9776,ENSDARG00000036040,atg13
ENSG00000103355,PRSS33,260429,ENSDARG00000102727,si:ch73-182e20.4
ENSG00000112619,PRPH2,5961,ENSDARG00000038018,prph2a
ENSG00000176204,LRRTM4,80059,ENSDARG00000080015,lrrtm4l1
ENSG00000176204,LRRTM4,80059,ENSDARG00000078839,si:dkey-28o19.1
ENSG00000157703,SVOPL,136306,ENSDARG00000057983,svopl
ENSG00000131171,SH3BGRL,6451,ENSDARG00000058302,sh3bgrl
ENSG00000168140,VASN,114990,ENSDARG00000102565,vasnb
ENSG00000124383,MPHOSPH10,10199,ENSDARG00000012495,mphosph10
ENSG00000143536,CRNN,49860,ENSDARG00000055589,s100t
ENSG00000174562,KLK15,55554,ENSDARG00000102727,si:ch73-182e20.4
ENSG00000197324,LRP10,26020,ENSDARG00000054539,lrp10
ENSG00000196154,S100A4,6275,ENSDARG00000055589,s100t
ENSG00000119139,TJP2,9414,ENSDARG00000023443,tjp2b
ENSG00000157782,CABP1,9478,ENSDARG00000033411,cabp1b
ENSG00000108947,EFNB3,1949,ENSDARG00000112993,efnb3a
ENSG00000204010,IFIT1B,439996,ENSDARG00000090977,ifit12
ENSG00000134318,ROCK2,9475,ENSDARG00000100381,rock2bl
ENSG00000116690,PRG4,10216,ENSDARG00000010482,prg4a
ENSG00000221878,PSG7,5676,ENSDARG00000095772,si:dkey-11o1.2
ENSG00000221878,PSG7,5676,ENSDARG00000095134,si:dkey-250k15.9
ENSG00000221878,PSG7,5676,ENSDARG00000105324,si:dkey-11o1.7
ENSG00000115317,HTRA2,27429,ENSDARG00000092061,si:dkey-112g5.13
ENSG00000156787,TBC1D31,93594,ENSDARG00000074623,tbc1d31
ENSG00000106688,SLC1A1,6505,ENSDARG00000020212,slc1a1
ENSG00000135047,CTSL,1514,ENSDARG00000077664,zgc:110239
ENSG00000198805,PNP,4860,ENSDARG00000040942,pnp6
ENSG00000173715,C11orf80,79703,ENSDARG00000075203,zgc:195212
ENSG00000168672,LRATD2,157638,ENSDARG00000040280,zgc:110182
ENSG00000100429,HDAC10,83933,ENSDARG00000086458,hdac10
ENSG00000263465,SRSF8,10929,ENSDARG00000057484,srsf2a
ENSG00000089737,DDX24,57062,ENSDARG00000104708,ddx24
ENSG00000173545,ZNF622,90441,ENSDARG00000014692,znf622
ENSG00000182179,UBA7,7318,ENSDARG00000061222,uba7
ENSG00000187097,ENTPD5,957,ENSDARG00000053481,entpd5a
ENSG00000165406,MARCHF8,220972,ENSDARG00000062489,march8
ENSG00000161217,PCYT1A,5130,ENSDARG00000011233,pcyt1aa
ENSG00000069812,HES2,54626,ENSDARG00000068168,hes2.2
ENSG00000125952,MAX,4149,ENSDARG00000024844,max
ENSG00000145476,CYP4V2,285440,ENSDARG00000062132,cyp4v8
ENSG00000128165,ADM2,79924,ENSDARG00000045708,adm2a
ENSG00000185009,AP3M1,26985,ENSDARG00000029928,ap3m1
ENSG00000121454,LHX4,89884,ENSDARG00000039458,lhx4
ENSG00000150867,PIP4K2A,5305,ENSDARG00000003776,pip4k2aa
ENSG00000172404,DNAJB7,150353,ENSDARG00000041394,dnajb1b
ENSG00000127074,RGS13,6003,ENSDARG00000017653,rgs13
ENSG00000047617,ANO2,57101,ENSDARG00000003210,ano2a
ENSG00000090534,THPO,7066,ENSDARG00000079158,thpo
ENSG00000091136,LAMB1,3912,ENSDARG00000101209,lamb1a
ENSG00000143919,CAMKMT,79823,ENSDARG00000091900,si:ch73-54n14.2
ENSG00000166592,RRAD,6236,ENSDARG00000052011,rrad
ENSG00000177888,ZBTB41,360023,ENSDARG00000054984,zbtb41
ENSG00000198743,SLC5A3,6526,ENSDARG00000077812,slc5a3b
ENSG00000189334,S100A14,57402,ENSDARG00000055589,s100t
ENSG00000153930,ANKFN1,162282,ENSDARG00000060941,ANKFN1
ENSG00000061987,MON2,23041,ENSDARG00000099798,mon2
ENSG00000277363,SRCIN1,80725,ENSDARG00000101812,zgc:114120
ENSG00000229937,PRPS1L1,221823,ENSDARG00000015524,prps1a
ENSG00000089057,SLC23A2,9962,ENSDARG00000017365,slc23a2
ENSG00000162517,PEF1,553115,ENSDARG00000023989,pef1
ENSG00000169607,CKAP2L,150468,ENSDARG00000100573,ckap2l
ENSG00000134780,DAGLA,747,ENSDARG00000062956,dagla
ENSG00000142279,WTIP,126374,ENSDARG00000103607,wtip
ENSG00000013810,TACC3,10460,ENSDARG00000005454,tacc3
ENSG00000112697,TMEM30A,55754,ENSDARG00000030236,tmem30aa
ENSG00000171004,HS6ST2,90161,ENSDARG00000012025,hs6st2
ENSG00000064999,ANKS1A,23294,ENSDARG00000078901,anks1ab
ENSG00000167528,ZNF641,121274,ENSDARG00000078256,ovol1b
ENSG00000167528,ZNF641,121274,ENSDARG00000076657,plagl2
ENSG00000163833,FBXO40,51725,ENSDARG00000091119,fbxo40.2
ENSG00000178104,PDE4DIP,9659,ENSDARG00000054723,si:ch211-242b18.1
ENSG00000183307,TMEM121B,27439,ENSDARG00000087319,tmem121b
ENSG00000125409,TEKT3,64518,ENSDARG00000045038,tekt3
ENSG00000135686,KLHL36,79786,ENSDARG00000030251,klhl36
ENSG00000173578,XCR1,2829,ENSDARG00000054847,xcr1a.1
ENSG00000146457,WTAP,9589,ENSDARG00000042642,wtap
ENSG00000197461,PDGFA,5154,ENSDARG00000098578,pdgfab
ENSG00000067715,SYT1,6857,ENSDARG00000042350,syt1b
ENSG00000135723,FHOD1,29109,ENSDARG00000051768,fhod1
ENSG00000107831,FGF8,2253,ENSDARG00000003399,fgf8a
ENSG00000125534,PPDPF,79144,ENSDARG00000007682,ppdpfa
ENSG00000114698,PLSCR4,57088,ENSDARG00000091614,si:dkey-62k3.6
ENSG00000114698,PLSCR4,57088,ENSDARG00000079075,si:ch211-71m22.3
ENSG00000138231,DBR1,51163,ENSDARG00000056923,dbr1
ENSG00000148334,PTGES2,80142,ENSDARG00000068415,ptgesl
ENSG00000158773,USF1,7391,ENSDARG00000014463,usf1l
ENSG00000182742,HOXB4,3214,ENSDARG00000013533,hoxb4a
ENSG00000236104,ZBTB22,9278,ENSDARG00000003251,zbtb22b
ENSG00000115020,PIKFYVE,200576,ENSDARG00000056112,pikfyve
ENSG00000166961,MS4A15,219995,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000166961,MS4A15,219995,ENSDARG00000091970,ms4a17a.3
ENSG00000116698,SMG7,9887,ENSDARG00000060767,smg7
ENSG00000103994,ZNF106,64397,ENSDARG00000091947,znf106b
ENSG00000162616,DNAJB4,11080,ENSDARG00000038978,dnajb4
ENSG00000100591,AHSA1,10598,ENSDARG00000028664,ahsa1a
ENSG00000125482,TTF1,7270,ENSDARG00000093999,si:ch73-376l24.6
ENSG00000125482,TTF1,7270,ENSDARG00000091967,ttf1
ENSG00000138604,GLCE,26035,ENSDARG00000005095,glcea
ENSG00000164649,CDCA7L,55536,ENSDARG00000076659,cdca7b
ENSG00000129968,ABHD17A,81926,ENSDARG00000043084,abhd17ab
